cns,nome,municipio,uf,email,telefone,endereco,bairro,cep,status,natureza
031450,1º OFÍCIO EXTRAJUDICIAL DE SÃO BENTO,São Bento,MA,cartoriosaobento@hotmail.com,98991583848,"Rua Coronel Ca eiro de Freitas,354",Centro,65235000,Ativo,Registro de Imóveis | Notas | Protesto de Títulos
029603,SERVERTIA EXTRAJUDICIAL DE SÃO BERNARDO - OFÍCIO ÚNICO,São Bernardo,MA,serventia_75@hotmail.com,98984208498,RUA SÃO VICENTE 66A,CENTRO,65550000,Ativo,Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
156851,SERVENTIA EXTRAJUDICIAL DE SÃO DOMINGOS DO AZEITÃO - OFÍCIO ÚNICO,São Domingos do Azeitão,MA,contatocartorio.sdazeitao@gmail.com,99996517766,"RUA SÃO FRANCISCO, PRAÇA DA BASÍLIA",Centro,65888000,Ativo,Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais
030049,CARTÓRIO DO 1° OFÍCIO,São Domingos do Maranhão,MA,,9935781590,TRAVESSA CLODOMIR CARDOSO N° 06,CENTRO,65790000,Inativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
030650,SERVENTIA EXTRAJUDICIAL DE SÃO DOMINGOS DO MARANHÃO - OFÍCIO ÚNICO,São Domingos do Maranhão,MA,serventiaextrajudicialsdma@gmail.com,99985310764,PRAÇA GETÚLIO VARGAS,CENTRO,65790000,Ativo,Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais
030486,SERVENTIA EXTRAJUDICIAL DE SÃO FÉLIX DE BALSAS - OFÍCIO ÚNICO,São Félix de Balsas,MA,cartoriosaofelixdebalsas@gmail.com,99984298916,"Travessa Passagem, nº 06",centro,65890000,Ativo,Notas | Registro de Imóveis | Registro Civil das Pessoas Naturais | Protesto de Títulos | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro de Contratos Marítimos | Registro de Distribuição
158139,SERVENTIA EXTRAJUDICIAL DE SÃO FRANCISCO DO BREJÃO - OFÍCIO ÚNICO,São Francisco do Brejão,MA,cartoriosfbrejao@hotmail.com,99985163881,AVENIDA CASTELO BRANCO Nº 108,Centro,65929000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
031690,SERVENTIA EXTRAJUDICIAL DE SAO FRANCISCO DO MARANHAO - OFÍCIO ÚNICO,São Francisco do Maranhão,MA,cartoriosaofranciscoma@gmail.com,86995643257,RUA HERMES VIANA,CENTRO,65650000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis | Registro de Contratos Marítimos
031492,SERVENTIA EXTRAJUDICIAL DO 1º OFÍCIO,São João Batista,MA,vm.dominici@bol.com.br,9833591212,"RUA GETÚLIO VARGAS, 564",CENTRO,65225000,Inativo,Notas | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Protesto de Títulos
148536,SERVENTIA EXTRAJUDICIAL DE SÃO JOÃO BATISTA - OFÍCIO ÚNICO,São João Batista,MA,cartorio.sjbma@hotmail.com,98970035924,"Rua Getúlio Vargas, nº 373C",Centro,65225000,Ativo,Registro Civil das Pessoas Naturais | Notas | Registro de Imóveis | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
157701,SERVENTIA EXTRAJUDICIAL DE SAO JOAO DO CARU - OFÍCIO ÚNICO,São João do Carú,MA,cartoriosaojoaodocaru@gmail.com,98984730406,Rua 07 de Setembro s/n,Centro,65385000,Ativo,Notas | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
148908,SERVENTIA EXTRAJUDICIAL DE SAO JOAO DO PARAISO - OFÍCIO ÚNICO,São João do Paraíso,MA,cartorioparaisoma@gmail.com,99981000272,"Praça da Bíblia,","centro, CEP : 65.973-000",65973000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Registro de Distribuição | Protesto de Títulos | Registro de Imóveis
157495,SERVENTIA EXTRAJUDICIAL DE SAO JOAO DO SOTER - OFÍCIO ÚNICO,São João do Soter,MA,cartoriosaojoaosoter@gmail.com,99985358722,"Av. Esperança, 1529",Centro,65615000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
031161,SERVENTIA EXTRAJUDICIAL DE SÃO JOÃO DOS PATOS - OFÍCIO ÚNICO,São João dos Patos,MA,diovani@cartoriosjp.com.br,99981980192,"Parque da Bandeira, S/N",Centro,65665000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos
031468,1º OFÍCIO EXTRAJUDICIAL DE SÃO JOSÉ DE RIBAMAR,São José de Ribamar,MA,cartoriosjr1oficio@hotmail.com,98986084072,"Estrada de Ribamar, Qd. A",Saramanta,65120310,Ativo,Protesto de Títulos | Registro de Imóveis
156968,SERVENTIA EXTRAJUDICIAL DE SAO JOSE DOS BASILIOS - OFÍCIO ÚNICO,São José dos Basílios,MA,cartoriossj1@hotmail.com,99991249935,AVENIDA JOSÉ SARNEY,Centro,65762000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Registro de Contratos Marítimos | Registro de Distribuição
029975,2ª ZONA DO REGISTROS DE IMÓVEIS,São Luís,MA,cartorioimoveisjurandyleite@gmail.com,98332327692,"RUA GODOFREDO VIANA, 123",CENTRO,65015160,Ativo,Registro de Imóveis
029702,1ª ZONA DO REGISTRO DE IMÓVEIS,São Luís,MA,lucas_semeghini@hotmail.com,9830421589,Rua das Juçaras,Renascença,65075230,Ativo,Registro de Imóveis
162727,4ª ZONA DO REGISTRO DE IMÓVEIS,São Luís,MA,4ri.saoluis@gmail.com,98981639205,"Avenida dos Holandeses, nº. 7508",Olho D´água,65065180,Ativo,Registro de Imóveis
162743,3ª ZONA DO REGISTRO DE IMÓVEIS,São Luís,MA,contato@3rislz.com.br,98992053164,"Avenida Daniel de La Touche, n.º 20, 9º andar, Edifício Mocelin Tower",Cohama,65074115,Ativo,Registro de Imóveis
030221,1º OFÍCIO EXTRAJUDICIAL DE SÃO LUÍS GONZAGA DO MARANHÃO,São Luís Gonzaga do Maranhão,MA,cartorioslgonzaga@hotmail.com,99981804537,RUA MANOEL CARLOS GODINHO,Centro,65708000,Ativo,Protesto de Títulos | Registro de Imóveis | Notas | Registro de Distribuição
031203,SERVENTIA EXTRAJUDICIAL DE SÃO MATEUS DO MARANHÃO - OFÍCIO ÚNICO,São Mateus do Maranhão,MA,cartoriosaomateus@outlook.com,99981151296,AV. ACCIOLLY NUNES (AVENIDA PIQUI),PIQUI,65470000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos
149229,SERVENTIA EXTRAJUDICIAL DE SAO PEDRO DA AGUA BRANCA - OFÍCIO ÚNICO,São Pedro da Água Branca,MA,cartoriospab@hotmail.com,99984897002,"Avenida Tancredo Neves, nº 939 C",Centro,65920000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis
157081,SERVENTIA EXTRAJUDICIAL DE SAO PEDRO DOS CRENTES - OFÍCIO ÚNICO,São Pedro dos Crentes,MA,bragaerli@yahoo.com.br,99985489532,AVENIDA JOSE VIEIRA DE LIMA Nº 478,CENTRO,65978000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
031195,SERVENTIA EXTRAJUDICIAL (089),São Raimundo das Mangabeiras,MA,,9935321198,RUA MAGALHÃES DE ALMEIDA-95,CENTRO,65840000,Inativo,Notas | Protesto de Títulos | Registro de Imóveis
148577,SERVENTIA EXTRAJUDICIAL DE SÃO RAIMUNDO DAS MANGABEIRAS - OFÍCIO ÚNICO,São Raimundo das Mangabeiras,MA,serventia-mangabeiras@hotmail.com,9935321722,Rua Juvencio Auzier,Centro,65840000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos
031625,SERVENTIA EXTRAJUDICIAL DE SÃO VICENTE FERRER - OFÍCIO ÚNICO,São Vicente Ferrer,MA,cartoriounicosvf@gmail.com,98999826091,"Praça da matriz, sala 02, s/n, centro",Centro,65220000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis
157479,SERVENTIA EXTRAJUDICIAL DE SATUBINHA - OFÍCIO ÚNICO,Satubinha,MA,cartoriosatubinha@hotmail.com,98984705931,"RUA MARCELINO BRANCO, N.º 200, CENTRO",Centro,65709000,Ativo,Notas | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
157487,SERVENTIA EXTRAJUDICIAL DE SENADOR ALEXANDRE COSTA - OFÍCIO ÚNICO,Senador Alexandre Costa,MA,cartoriosac80@gmail.com,63992383454,AVENIDA SENADOR JOSÉ SARNEY - 298,CENTRO,65783000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Registro de Distribuição
149518,SERVENTIA EXTRAJUDICIAL DE SENADOR LA ROCQUE - OFÍCIO ÚNICO,Senador La Rocque,MA,serventiaextrajudicialslr@gmail.com,99988346374,"Rua José Alves de Carvalho, 353, Centro",CENTRO,65935000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos
030478,SERVENTIA EXTRAJUDICIAL DE SITIO NOVO - OFÍCIO ÚNICO,Sítio Novo,MA,atendimento.sitionovoma@gmail.com,99984244464,"RUA LEONTINO NASCIMENTO, Nº 113",CENTRO,65925000,Ativo,Protesto de Títulos | Registro de Imóveis | Notas | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
031419,SERVENTIA EXTRAJUDICIAL DE SUCUPIRA DO NORTE - OFÍCIO ÚNICO,Sucupira do Norte,MA,cartoriooliveiracampelo@outlook.com.br,99991931315,"Alameda Luiz Gonzaga Ca eiro, 1003",Centro,65860000,Ativo,Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis | Registro de Contratos Marítimos | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
162750,SERVENTIA EXTRAJUDICIAL DE SUCUPIRA DO RIACHAO - OFÍCIO ÚNICO,Sucupira do Riachão,MA,cartorio.sucupira.do.riachao.ma@gmail.com,99984412635,Rua Damião Morais,Centro,65668000,Ativo,Notas | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Registro de Distribuição
030528,SERVENTIA EXTRAJUDICIAL DE TASSO FRAGOSO - OFÍCIO ÚNICO,Tasso Fragoso,MA,serventiaextrajudicialdetassofragoso@hotmail.com,9931992121,"rua Marcelino Tavares, 525",CENTRO,65820000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas
030536,SERVENTIA EXTRAJUDICIAL DE TIMBIRAS - OFÍCIO ÚNICO,Timbiras,MA,novocartoriotimbiras@gmail.com,99984472910,"Rua Urbano Santos, nº 859",CENTRO,65420000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Protesto de Títulos
029678,1º OFICIO EXTRAJUDICIAL DE TIMON,Timon,MA,cartorio@cartorio1oftimon.com.br,86994621992,AV. DR. PAULO RAMOS 430,CENTRO,65630140,Ativo,Notas | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
149013,SERVENTIA EXTRAJUDICIAL DE TRIZIDELA DO VALE - OFÍCIO ÚNICO,Trizidela do Vale,MA,cartorio@frederico.adv.br,99985588580,Rua Santo Antonio,Centro,65727000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis
157065,SERVENTIA EXTRAJUDICIAL DE TUFILANDIA - OFÍCIO ÚNICO,Tufilândia,MA,serventiatufilandia@hotmail.com,98981467097,RUA DO COMERCIO,Centro,65378000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
144667,1º OFÍCIO EXTRAJUDICIAL DE TUNTUM,Tuntum,MA,extrajudicial0197@gmail.com,99991673930,"Rua José Ferreira da Silva, s/n - Sala 04",Centro,65763000,Ativo,Registro de Imóveis | Protesto de Títulos
030965,Primeira Serventia Extrajudicial de Turiaçu,Turiaçu,MA,nivaldo.pereira2007@ig.com.br,9833971069,"Rua Francisco Resis, 896 Centro",centro,65278000,Inativo,Registro de Imóveis
150540,SERVENTIA EXTRAJUDICIAL DE TURIAÇU - OFÍCIO ÚNICO,Turiaçu,MA,cartorioturiassu@gmail.com,98984068696,Rua Lutgard de Oliveira,Centro,65278000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais | Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis
149666,SERVENTIA EXTRAJUDICIAL DE TURILANDIA - OFÍCIO ÚNICO,Turilândia,MA,cartoriodeturilandia@gmail.com,98985526454,Rua da Felicidade,CENTRO,65276000,Ativo,Registro de Contratos Marítimos | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro Civil das Pessoas Naturais
029736,SERVENTIA EXTRAJUDICIAL DE TUTOIA - OFÍCIO ÚNICO,Tutóia,MA,cartorioextrajudicial2@hotmail.com,98985903577,"Rua Sabino Conceição, s/n",Centro,65580000,Ativo,Registro de Contratos Marítimos | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis
029629,1° Ofício de Tutoia,Tutóia,MA,cartorio1tutoia@gmail.com,9834791390,"Rua Sabino Conceição, nº212",Centro,65580000,Inativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas
031716,SERVENTIA EXTRAJUDICIAL DE URBANO SANTOS - OFÍCIO ÚNICO,Urbano Santos,MA,urbanosantoscartorio@gmail.com,98985044599,"AV. SÃO SEBASTIÃO, S/N,",CENTRO,65530000,Ativo,Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais | Notas | Protesto de Títulos | Registro de Imóveis | Registro de Contratos Marítimos | Registro de Distribuição
030171,1º OFICIO EXTRAJUDICIAL DE VARGEM GRANDE,Vargem Grande,MA,cartoriommesquita@hotmail.com,98991522210,RUA NOSSA SENHORA DAS GRAÇAS Nº 09,CENTRO,65430000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas
031781,SERVENTIA EXTRAJUDICIAL DE VIANA - OFÍCIO ÚNICO,Viana,MA,viana.cartorio@gmail.com,98999700437,Rua Dr. Castro Maia,Centro,65215000,Ativo,Protesto de Títulos | Registro de Imóveis | Notas | Registro de Contratos Marítimos | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
156919,SERVENTIA EXTRAJUDICIAL DE VILA NOVA DOS MARTÍRIOS - OFÍCIO ÚNICO,Vila Nova dos Martírios,MA,cartoriovilanova@gmail.com,99982240134,"AVENIDA AIRTON SENA, 11",CENTRO,65924000,Ativo,Notas | Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Registro Civil das Pessoas Naturais
030130,SERVENTIA EXTRAJUDICIAL DE VITORIA DO MEARIM - OFÍCIO ÚNICO,Vitória do Mearim,MA,cartoriodevitoriadomearim@gmail.com,98982423298,Rua Teodoro Ferreira,Centro,65350000,Ativo,Protesto de Títulos | Registro de Imóveis | Registro de Títulos e Documentos | Registro Civil das Pessoas Jurídicas | Notas | Registro de Contratos Marítimos | Registro Civil das Pessoas Naturais
030981,1º OFICIO EXTRAJUDICIAL DE VITORINO FREIRE,Vitorino Freire,MA,primeirooficiovf@gmail.com,98984972565,"Rua Presidente Dutra, nº. 20",Centro,65320000,Ativo,Protesto de Títulos | Registro de Imóveis
030577,1º OFÍCIO EXTRAJUDICIAL DE ZÉ DOCA,Zé Doca,MA,cartorio1oficio_zedoca@hotmail.com,98970041000,"Rua Tiradentes,",centro,65365000,Ativo,Protesto de Títulos | Registro de Imóveis | Notas
063420,Cartório do 1º Ofício de Água Boa,Água Boa,MT,clientes@cartorio1oficiodeaguaboa.com.br,6634681962,RUA 07 Nº 347,CENTRO,78635000,Ativo,Registro de Títulos e Documentos | Registro de Imóveis
063453,Cartório do 1º Ofício de Alta Floresta-MT,Alta Floresta,MT,adm@1oficioaf.com.br,6635212303,Avenida Ariosto da Riva,Centro,78580000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
064212,Cartório do 1º Ofício de Alto Araguaia,Alto Araguaia,MT,rgialtoaraguaia@uol.com.br,6634811981,AVENIDA CARLOS HUGUENEY,CENTRO,78780000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063321,Cartório do 1º Ofício de Alto Garças,Alto Garças,MT,primeiro_oficioag@hotmail.com,66996458865,Rua Governador Fernando Correia da Costa,Vila do Bonito,78770000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
065474,Cartório do 1º Ofício de Alto Taquari,Alto Taquari,MT,cartoriotaquari@hotmail.com,6634962095,AVENIDA MACÁRIO SUBTIL DE OLIVEIRA Nº 791,CENTRO,78785000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
065516,Cartório do 1º Ofício de Apiacás,Apiacás,MT,oficio1apc@hotmail.com,6635931347,AV. GOVERNADOR DANTE MARTINS DE OLIVEIRA,CENTRO,78595000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063503,Cartório do 1º Ofício de Araputanga,Araputanga,MT,cartorio01@hotmail.com.br,65984013110,RUA LIMIRO ROSA PEREIRA,CENTRO,78260000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063495,Cartório do 1º Ofício de Arenápolis,Arenápolis,MT,cartorio.arenapolis@gmail.com,6584321123,AV. PREFEITO CAIO,VILA NOVA,78420000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
064246,Cartório do 1º Ofício de Aripuanã/MT,Aripuanã,MT,1of.aripuana@gmail.com,66981432262,Rua Esmeralda Soares,Cidade Alta,78325000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063461,Cartório do 1º Ofício de Barra do Bugres,Barra do Bugres,MT,cartorio@1oficiobugres.com,65996220563,"AVENIDA HITLER SANSAO, 649",centro,78390000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
064253,Cartório do 1° Oficio de Barra do Garças,Barra do Garças,MT,contato@cartorio1oficiobg.com.br,6634018448,Avenida Ministro João Alberto,Centro,78600025,Ativo,Registro de Títulos e Documentos | Registro de Imóveis
064220,Cartório do 1º Ofício de Brasnorte,Brasnorte,MT,primeiroficio_brasnorte@hotmail.com,6633300100,"AVENIDA DOS PIONEIROS, 1092",CENTRO,78350000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063370,Cartório do 1º Oficio de Cáceres,Cáceres,MT,cartoriocaceres@gmail.com,6532231483,Rua Frei Grignion,centro,78210040,Ativo,Registro de Imóveis | Notas
065300,Cartório do 1º Ofício de Campinápolis,Campinápolis,MT,sricampinapolis@hotmail.com,6634371526,AVENIDA NEGO CARRIN,CENTRO,78630000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
065060,Cartório do 1º Oficio de Campo Novo do Parecis,Campo Novo do Parecis,MT,crb.escritorio@cartorioruibarbosa.com.br,65984682329,Rua Roberto Carlos Brólio,Nossa Senhora Aparecida,78360000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063388,Cartório do 1º Oficio de Campo Verde,Campo Verde,MT,atendimento@sricv.com.br,66996475442,Avenida Brasília,Centro,78840009,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
065466,Cartório do 1º Ofício de Canarana,Canarana,MT,documentos@sricanarana.com.br,66984373955,Rua Barra do Garças,Centro,78640000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063560,Cartório do 1º Ofício de Chapada dos Guimarães,Chapada dos Guimarães,MT,tabelionatopaixao@hotmail.com,65992326722,Praça Wunibaldo nº 05 - Cx Postal 35,Centro,78195000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
065011,Cartório do 1º Ofício de Cláudia,Cláudia,MT,1oficioclaudia@gmail.com,66996810995,RUA COSTA E SILVA,CENTRO,78540000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
065052,Cartório do 1º Ofício de Colíder,Colíder,MT,colidercartorio@gmail.com,66984373279,"Avenida Presidente Dutra, 274",CENTRO,78500000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
065086,Cartório do 1º Ofício de Colniza/MT,Colniza,MT,registrodeimoveis.colniza@hotmail.com,66981313533,Rua Amapola,CENTRO,78335000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063537,Cartório do 1º Ofício de Comodoro,Comodoro,MT,rgi.comodoro@gmail.com,65984750473,RUA GOIÁS,JARDIM MATO GROSSO,78310000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
065045,Cartório de 1º Ofício de Cotriguaçu,Cotriguaçu,MT,cartorio1cotri@gmail.com,6635551301,"Rua Cunha Porã,",jardim vitória régia,78330000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063677,Cartório do 2º Oficio de Cuiabá,Cuiabá,MT,contato@2oficiocuiaba.com.br,6530524232,"Av. Marechal Deodoro, 330",Santa Helena,78045015,Ativo,Registro de Imóveis
063792,Cartório do 7º Ofício de Cuiabá,Cuiabá,MT,cartorio7oficiocba@gmail.com,6536211613,Av Filinto Muller,Quilombo,78043409,Ativo,Notas | Registro de Imóveis
063784,Cartório do 6º Oficio de Cuiabá,Cuiabá,MT,atendimento@6oficio.com.br,6530515300,Avenida Tancredo de Almeida Neves,Jardim Tropical,78065230,Ativo,Notas | Registro de Imóveis
063776,Cartório do 5º Ofício de Cuiabá,Cuiabá,MT,QUINTOOFICIOCUIABA@TERRA.COM.BR,6530467700,AVENIDA ISAAC POVOAS Nº 1010,GOIABEIRAS,78032015,Ativo,Notas | Registro de Imóveis
063412,Cartório do 1º Ofício de Diamantino,Diamantino,MT,1oficiodiamantino@gmail.com,6533361526,RUA SEBASTIÃO M. REGIS,CENTRO,78400000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063859,Cartório do 1º Ofício de Dom Aquino,Dom Aquino,MT,rgidomaquino@uol.com.br,66992521833,"Rua Marechal Deodoro, 46-A",CENTRO,78830000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
064105,Cartório do 1º Ofício de Feliz Natal,Feliz Natal,MT,cartorio@1oficiofeliznatal.com.br,6635852094,"Rua Pinhalzinho, 542-N",Centro,78885000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
064451,Cartório do 1º Ofício de Guarantã do Norte,Guarantã do Norte,MT,registrodeimoveis.rtd@gmail.com,66981121367,"AV. SENADOR JONAS PINHEIRO DA SILVA, Nº 501",CENTRO,78520000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063438,Cartório do 1º Ofício de Guiratinga,Guiratinga,MT,rgigga@gmail.com,66999014567,Rua João Pessoa,Centro,78760000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
159152,Cartório do 1º Ofício de Itaúba,Itaúba,MT,registrodeimoveisdeitauba@gmail.com,66999305440,Avenida Eugenio Bedin,Recanto dos Pássaros,78510000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063545,Cartório do 1º Ofício de Itiquira,Itiquira,MT,eder.cartorioitiquira@outlook.com,65996614002,AV. CUIABÁ,CENTRO,78790000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
135442,Cartório do 1º Ofício de Jaciara,Jaciara,MT,cri.jaciaramt@gmail.com,66999559131,"Rua Moema, nº 1.431.",Centro.,78820000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
064261,Cartório do 1º Ofício de Jauru,Jauru,MT,cartorio1oficiojauru@hotmail.com,65999037775,AV. SANTOS DUMONT,CENTRO,78255000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063354,Cartório do 1º Ofício de Juara,Juara,MT,1oficiojuara@gmail.com,66996618522,"Rua Vítor Assis Brasil, 481 W",Jardim Boa Vista,78575000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063289,Cartório do 1° Ofício de Juína,Juína,MT,cartorio1oficiojuina@gmail.com,6635664299,AV. MATO GROSSO,CENTRO,78320000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
064469,Cartório do 1º Ofício de Juscimeira,Juscimeira,MT,rgijuscimeira@gmail.com,66992080329,"Avenida JOAQUIM MIGUEL DOS SANTOS, n 130",CAJUS,78810000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063883,Cartório do 1º Ofício de Lucas do Rio Verde,Lucas do Rio Verde,MT,mariacarolina@cartoriomagalhaes.com.br,65035493030,AV RIO GRANDE DO SUL,CENTRO,78460005,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063263,Cartório do 1º Ofício de Marcelândia,Marcelândia,MT,1oficioextrajudicial@gmail.com,66353611011,RUA JOAO BIONDARO,CENTRO,78535000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
064477,Cartório do 1º Ofício de Matupá,Matupá,MT,cartorio@1oficiomatupa.com.br,66996356310,AVENIDA HERMÍNIO OMETTO,REGIONAL,78525000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
063313,Cartório do 1º Ofício de Mirassol D Oeste,Mirassol d'Oeste,MT,ednapradobraga@hotmail.com,65999436419,"AV PRESIDENTE TANCREDO NEVES,",CENTRO,78280000,Ativo,Registro de Imóveis | Registro de Títulos e Documentos
